name,price,expansion,finish,rarity,art_link
Dirium Fomorians Foil,1.13,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585213/sorcery-contested-realm-arthurian-legends-dirium-fomorians-foil
Dozmary Pool,6.25,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585214/sorcery-contested-realm-arthurian-legends-dozmary-pool
Dozmary Pool Foil,28.65,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585215/sorcery-contested-realm-arthurian-legends-dozmary-pool-foil
Druid Box Topper,0.84,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585216/sorcery-contested-realm-arthurian-legends-druid-box-topper
Duel,0.07,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585218/sorcery-contested-realm-arthurian-legends-duel
Duel Foil,1.12,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585219/sorcery-contested-realm-arthurian-legends-duel-foil
Excalibur,6.52,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585220/sorcery-contested-realm-arthurian-legends-excalibur
Excalibur Foil,67.62,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585221/sorcery-contested-realm-arthurian-legends-excalibur-foil
Fae City,0.17,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585222/sorcery-contested-realm-arthurian-legends-fae-city
Fae City Foil,1.49,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585223/sorcery-contested-realm-arthurian-legends-fae-city-foil
Fail not Bow,6.15,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585224/sorcery-contested-realm-arthurian-legends-fail-not-bow
Fail not Bow Foil,40.63,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585225/sorcery-contested-realm-arthurian-legends-fail-not-bow-foil
Feast for Crows,9.94,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585226/sorcery-contested-realm-arthurian-legends-feast-for-crows
Feast for Crows Foil,59.81,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585227/sorcery-contested-realm-arthurian-legends-feast-for-crows-foil
Field Laborers,0.11,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585228/sorcery-contested-realm-arthurian-legends-field-laborers
Field Laborers Foil,0.73,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585229/sorcery-contested-realm-arthurian-legends-field-laborers-foil
Fields of Camlann,24.53,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585230/sorcery-contested-realm-arthurian-legends-fields-of-camlann
Fields of Camlann Foil,94.5,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585231/sorcery-contested-realm-arthurian-legends-fields-of-camlann-foil
Fine Courser,0.18,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585232/sorcery-contested-realm-arthurian-legends-fine-courser
Fine Courser Foil,1.68,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585233/sorcery-contested-realm-arthurian-legends-fine-courser-foil
Finwife,0.11,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585234/sorcery-contested-realm-arthurian-legends-finwife
Finwife Foil,1.5,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585235/sorcery-contested-realm-arthurian-legends-finwife-foil
Firebreathing,0.14,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585236/sorcery-contested-realm-arthurian-legends-firebreathing
Firebreathing Foil,1.5,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585237/sorcery-contested-realm-arthurian-legends-firebreathing-foil
Fishermans Family,0.08,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585238/sorcery-contested-realm-arthurian-legends-fishermans-family
Fishermans Family Foil,1.1,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585239/sorcery-contested-realm-arthurian-legends-fishermans-family-foil
Foot Soldiers Box Topper,0.19,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585240/sorcery-contested-realm-arthurian-legends-foot-soldiers-box-topper
Forge,0.12,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585241/sorcery-contested-realm-arthurian-legends-forge
Forge Foil,1.38,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585242/sorcery-contested-realm-arthurian-legends-forge-foil
Four Waters of Paradise,26.5,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585245/sorcery-contested-realm-arthurian-legends-four-waters-of-paradise
Four Waters of Paradise Foil,231.98,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585246/sorcery-contested-realm-arthurian-legends-four-waters-of-paradise-foil
Fourberie Knot,0.16,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585243/sorcery-contested-realm-arthurian-legends-fourberie-knot
Fourberie Knot Foil,1.33,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585244/sorcery-contested-realm-arthurian-legends-fourberie-knot-foil
Frisky Red Squirrel,0.16,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585247/sorcery-contested-realm-arthurian-legends-frisky-red-squirrel
Frisky Red Squirrel Foil,1.08,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585248/sorcery-contested-realm-arthurian-legends-frisky-red-squirrel-foil
Funeral Pyre,0.27,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585249/sorcery-contested-realm-arthurian-legends-funeral-pyre
Funeral Pyre Foil,6.03,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585250/sorcery-contested-realm-arthurian-legends-funeral-pyre-foil
Giant Killer,0.1,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585251/sorcery-contested-realm-arthurian-legends-giant-killer
Giant Killer Foil,0.7,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585252/sorcery-contested-realm-arthurian-legends-giant-killer-foil
Glastonbury Tor,45.04,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585253/sorcery-contested-realm-arthurian-legends-glastonbury-tor
Glastonbury Tor Foil,118.03,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585254/sorcery-contested-realm-arthurian-legends-glastonbury-tor-foil
Golden Harp,0.38,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585255/sorcery-contested-realm-arthurian-legends-golden-harp
Golden Harp Foil,10.23,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585256/sorcery-contested-realm-arthurian-legends-golden-harp-foil
Goswhit Helmet,0.32,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585257/sorcery-contested-realm-arthurian-legends-goswhit-helmet
Goswhit Helmet Foil,4.68,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585258/sorcery-contested-realm-arthurian-legends-goswhit-helmet-foil
Grain Sparrow,0.11,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585259/sorcery-contested-realm-arthurian-legends-grain-sparrow
Grain Sparrow Foil,1.02,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585260/sorcery-contested-realm-arthurian-legends-grain-sparrow-foil
Grand Old Boar,0.38,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585261/sorcery-contested-realm-arthurian-legends-grand-old-boar
Grand Old Boar Foil,5.17,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585262/sorcery-contested-realm-arthurian-legends-grand-old-boar-foil
Grievous Insult,0.08,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585263/sorcery-contested-realm-arthurian-legends-grievous-insult
Grievous Insult Foil,1.22,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585264/sorcery-contested-realm-arthurian-legends-grievous-insult-foil
Grim Guisarme,2.47,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585265/sorcery-contested-realm-arthurian-legends-grim-guisarme
Grim Guisarme Foil,36.24,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585266/sorcery-contested-realm-arthurian-legends-grim-guisarme-foil
Guards,0.39,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585267/sorcery-contested-realm-arthurian-legends-guards
Guards Foil,4.25,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585268/sorcery-contested-realm-arthurian-legends-guards-foil
Hamlet,0.18,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585269/sorcery-contested-realm-arthurian-legends-hamlet
Hamlet Foil,1.23,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585270/sorcery-contested-realm-arthurian-legends-hamlet-foil
Hamlets Ablaze,0.13,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585271/sorcery-contested-realm-arthurian-legends-hamlets-ablaze
Hamlets Ablaze Foil,3.11,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585272/sorcery-contested-realm-arthurian-legends-hamlets-ablaze-foil
Harassing Ruffians,0.06,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585273/sorcery-contested-realm-arthurian-legends-harassing-ruffians
Harassing Ruffians Foil,0.8,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585274/sorcery-contested-realm-arthurian-legends-harassing-ruffians-foil
Helpful Hob,0.05,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585275/sorcery-contested-realm-arthurian-legends-helpful-hob
Helpful Hob Foil,1.2,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585276/sorcery-contested-realm-arthurian-legends-helpful-hob-foil
Horn of Caerleon,0.29,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585277/sorcery-contested-realm-arthurian-legends-horn-of-caerleon
Horn of Caerleon Foil,5.33,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585278/sorcery-contested-realm-arthurian-legends-horn-of-caerleon-foil
Hunters Lodge,0.1,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585279/sorcery-contested-realm-arthurian-legends-hunters-lodge
Hunters Lodge Foil,1.0,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585280/sorcery-contested-realm-arthurian-legends-hunters-lodge-foil
Hunting Party,0.15,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585281/sorcery-contested-realm-arthurian-legends-hunting-party
Hunting Party Foil,0.86,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585282/sorcery-contested-realm-arthurian-legends-hunting-party-foil
Hyter Sprites,0.07,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585283/sorcery-contested-realm-arthurian-legends-hyter-sprites
Hyter Sprites Foil,0.95,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585284/sorcery-contested-realm-arthurian-legends-hyter-sprites-foil
Impenetrable Copse,0.21,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585285/sorcery-contested-realm-arthurian-legends-impenetrable-copse
Impenetrable Copse Foil,2.14,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585286/sorcery-contested-realm-arthurian-legends-impenetrable-copse-foil
Invasion,0.28,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585287/sorcery-contested-realm-arthurian-legends-invasion
Invasion Foil,5.2,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585288/sorcery-contested-realm-arthurian-legends-invasion-foil
Iron Man Talus,0.1,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585289/sorcery-contested-realm-arthurian-legends-iron-man-talus
Iron Man Talus Foil,0.8,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585290/sorcery-contested-realm-arthurian-legends-iron-man-talus-foil
Joust,0.05,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585291/sorcery-contested-realm-arthurian-legends-joust
Joust Foil,0.88,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585292/sorcery-contested-realm-arthurian-legends-joust-foil
Joyous Garde,52.92,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585293/sorcery-contested-realm-arthurian-legends-joyous-garde
Joyous Garde Foil,170.47,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585294/sorcery-contested-realm-arthurian-legends-joyous-garde-foil
Just a Rock,0.12,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585295/sorcery-contested-realm-arthurian-legends-just-a-rock
Just a Rock Foil,3.41,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585296/sorcery-contested-realm-arthurian-legends-just-a-rock-foil
Keening Banshee,0.08,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585297/sorcery-contested-realm-arthurian-legends-keening-banshee
Keening Banshee Foil,1.1,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585298/sorcery-contested-realm-arthurian-legends-keening-banshee-foil
Kelp Cavern,1.19,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585299/sorcery-contested-realm-arthurian-legends-kelp-cavern
Kelp Cavern Foil,7.41,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585300/sorcery-contested-realm-arthurian-legends-kelp-cavern-foil
Kettletop Leprechaun,0.14,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585301/sorcery-contested-realm-arthurian-legends-kettletop-leprechaun
Kettletop Leprechaun Foil,13.29,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585302/sorcery-contested-realm-arthurian-legends-kettletop-leprechaun-foil
King Arthur,8.03,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585303/sorcery-contested-realm-arthurian-legends-king-arthur
King Arthur Foil,49.03,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585304/sorcery-contested-realm-arthurian-legends-king-arthur-foil
Kings Council,0.29,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585305/sorcery-contested-realm-arthurian-legends-kings-council
Kings Council Foil,3.27,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585306/sorcery-contested-realm-arthurian-legends-kings-council-foil
Kingswood Poachers,0.13,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585307/sorcery-contested-realm-arthurian-legends-kingswood-poachers
Kingswood Poachers Foil,0.97,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585308/sorcery-contested-realm-arthurian-legends-kingswood-poachers-foil
Knighthood,0.16,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585309/sorcery-contested-realm-arthurian-legends-knighthood
Knighthood Foil,1.12,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585310/sorcery-contested-realm-arthurian-legends-knighthood-foil
Lady Iseult,17.82,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585311/sorcery-contested-realm-arthurian-legends-lady-iseult
Lady Iseult Foil,51.46,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585312/sorcery-contested-realm-arthurian-legends-lady-iseult-foil
Lake Afanc,0.08,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585313/sorcery-contested-realm-arthurian-legends-lake-afanc
Lake Afanc Foil,0.96,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585314/sorcery-contested-realm-arthurian-legends-lake-afanc-foil
Lance Box Topper,0.27,Arthurian Legends,Standard,,https://www.tcgplayer.com/product/585315/sorcery-contested-realm-arthurian-legends-lance-box-topper
Lava Flow,0.18,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585316/sorcery-contested-realm-arthurian-legends-lava-flow
Lava Flow Foil,1.59,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585317/sorcery-contested-realm-arthurian-legends-lava-flow-foil
Led Astray,0.12,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585318/sorcery-contested-realm-arthurian-legends-led-astray
Led Astray Foil,1.6,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585319/sorcery-contested-realm-arthurian-legends-led-astray-foil
Leyline Henge,0.13,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585320/sorcery-contested-realm-arthurian-legends-leyline-henge
Leyline Henge Foil,1.1,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585321/sorcery-contested-realm-arthurian-legends-leyline-henge-foil
Lookout,0.14,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585322/sorcery-contested-realm-arthurian-legends-lookout
Lookout Foil,2.87,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585323/sorcery-contested-realm-arthurian-legends-lookout-foil
Love Potion,0.26,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585324/sorcery-contested-realm-arthurian-legends-love-potion
Love Potion Foil,5.24,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585325/sorcery-contested-realm-arthurian-legends-love-potion-foil
Lugbog Cat,0.3,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585326/sorcery-contested-realm-arthurian-legends-lugbog-cat
Lugbog Cat Foil,7.89,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585327/sorcery-contested-realm-arthurian-legends-lugbog-cat-foil
Lumbering Giant,0.05,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585328/sorcery-contested-realm-arthurian-legends-lumbering-giant
Lumbering Giant Foil,0.56,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585329/sorcery-contested-realm-arthurian-legends-lumbering-giant-foil
Magic Missiles,0.16,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585330/sorcery-contested-realm-arthurian-legends-magic-missiles
Magic Missiles Foil,2.88,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585331/sorcery-contested-realm-arthurian-legends-magic-missiles-foil
Major City,0.34,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585332/sorcery-contested-realm-arthurian-legends-major-city
Major City Foil,4.69,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585333/sorcery-contested-realm-arthurian-legends-major-city-foil
Merlin,13.54,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585334/sorcery-contested-realm-arthurian-legends-merlin
Merlin Foil,105.79,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585335/sorcery-contested-realm-arthurian-legends-merlin-foil
Merlins Staff,5.33,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585336/sorcery-contested-realm-arthurian-legends-merlins-staff
Merlins Staff Foil,39.56,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585337/sorcery-contested-realm-arthurian-legends-merlins-staff-foil
Merlins Tower,10.42,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585338/sorcery-contested-realm-arthurian-legends-merlins-tower
Merlins Tower Foil,67.57,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585339/sorcery-contested-realm-arthurian-legends-merlins-tower-foil
Mesmerism,22.23,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585340/sorcery-contested-realm-arthurian-legends-mesmerism
Mesmerism Foil,56.53,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585341/sorcery-contested-realm-arthurian-legends-mesmerism-foil
Mester Stoor Worm,0.46,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585342/sorcery-contested-realm-arthurian-legends-mester-stoor-worm
Mester Stoor Worm Foil,6.43,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585343/sorcery-contested-realm-arthurian-legends-mester-stoor-worm-foil
Monstrous Lion,0.66,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585344/sorcery-contested-realm-arthurian-legends-monstrous-lion
Monstrous Lion Foil,6.66,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585345/sorcery-contested-realm-arthurian-legends-monstrous-lion-foil
Morgana le Fay,96.31,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585346/sorcery-contested-realm-arthurian-legends-morgana-le-fay
Morgana le Fay Foil,285.43,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585347/sorcery-contested-realm-arthurian-legends-morgana-le-fay-foil
Muirid Fomorians,0.13,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585348/sorcery-contested-realm-arthurian-legends-muirid-fomorians
Muirid Fomorians Foil,1.08,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585349/sorcery-contested-realm-arthurian-legends-muirid-fomorians-foil
Nelly Longarms,19.17,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585350/sorcery-contested-realm-arthurian-legends-nelly-longarms
Nelly Longarms Foil,49.67,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585351/sorcery-contested-realm-arthurian-legends-nelly-longarms-foil
Ominous Owl,0.1,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585352/sorcery-contested-realm-arthurian-legends-ominous-owl
Ominous Owl Foil,1.08,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585353/sorcery-contested-realm-arthurian-legends-ominous-owl-foil
Overbearing Bailiff,0.26,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585354/sorcery-contested-realm-arthurian-legends-overbearing-bailiff
Overbearing Bailiff Foil,4.83,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585355/sorcery-contested-realm-arthurian-legends-overbearing-bailiff-foil
Peasant Revolt,5.61,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585356/sorcery-contested-realm-arthurian-legends-peasant-revolt
Peasant Revolt Foil,77.31,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585357/sorcery-contested-realm-arthurian-legends-peasant-revolt-foil
Pebbled Paths,0.22,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585358/sorcery-contested-realm-arthurian-legends-pebbled-paths
Pebbled Paths Foil,2.53,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585359/sorcery-contested-realm-arthurian-legends-pebbled-paths-foil
Pendragon Banner,0.24,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585360/sorcery-contested-realm-arthurian-legends-pendragon-banner
Pendragon Banner Foil,3.4,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585361/sorcery-contested-realm-arthurian-legends-pendragon-banner-foil
Pendragon Legacy,13.66,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585362/sorcery-contested-realm-arthurian-legends-pendragon-legacy
Pendragon Legacy Foil,48.51,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585363/sorcery-contested-realm-arthurian-legends-pendragon-legacy-foil
Perilous Bridge,1.67,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585364/sorcery-contested-realm-arthurian-legends-perilous-bridge
Perilous Bridge Foil,13.44,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585365/sorcery-contested-realm-arthurian-legends-perilous-bridge-foil
Pigs of the Sounder,0.2,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585366/sorcery-contested-realm-arthurian-legends-pigs-of-the-sounder
Pigs of the Sounder Foil,1.21,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585367/sorcery-contested-realm-arthurian-legends-pigs-of-the-sounder-foil
Poisoned Well,0.24,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585368/sorcery-contested-realm-arthurian-legends-poisoned-well
Poisoned Well Foil,1.97,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585369/sorcery-contested-realm-arthurian-legends-poisoned-well-foil
Pond,0.16,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585370/sorcery-contested-realm-arthurian-legends-pond
Pond Foil,3.94,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585371/sorcery-contested-realm-arthurian-legends-pond-foil
Pookas,0.2,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585372/sorcery-contested-realm-arthurian-legends-pookas
Pookas Foil,1.87,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585373/sorcery-contested-realm-arthurian-legends-pookas-foil
Postern Gate,0.28,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585374/sorcery-contested-realm-arthurian-legends-postern-gate
Postern Gate Foil,7.87,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585375/sorcery-contested-realm-arthurian-legends-postern-gate-foil
Power of Flight,0.11,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585376/sorcery-contested-realm-arthurian-legends-power-of-flight
Power of Flight Foil,0.93,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585377/sorcery-contested-realm-arthurian-legends-power-of-flight-foil
Purple Knight,0.15,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585378/sorcery-contested-realm-arthurian-legends-purple-knight
Purple Knight Foil,1.59,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585379/sorcery-contested-realm-arthurian-legends-purple-knight-foil
Queen Guinevere,6.39,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585380/sorcery-contested-realm-arthurian-legends-queen-guinevere
Queen Guinevere Foil,67.7,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585381/sorcery-contested-realm-arthurian-legends-queen-guinevere-foil
Questing Beast,15.35,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585382/sorcery-contested-realm-arthurian-legends-questing-beast
Questing Beast Foil,68.84,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585383/sorcery-contested-realm-arthurian-legends-questing-beast-foil
Rebecks,4.32,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585384/sorcery-contested-realm-arthurian-legends-rebecks
Rebecks Foil,36.66,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585385/sorcery-contested-realm-arthurian-legends-rebecks-foil
Reckless Squire,0.07,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585386/sorcery-contested-realm-arthurian-legends-reckless-squire
Reckless Squire Foil,0.8,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585387/sorcery-contested-realm-arthurian-legends-reckless-squire-foil
Redbreast Robin,0.08,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585388/sorcery-contested-realm-arthurian-legends-redbreast-robin
Redbreast Robin Foil,0.98,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585389/sorcery-contested-realm-arthurian-legends-redbreast-robin-foil
Redcap Powries,0.24,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585390/sorcery-contested-realm-arthurian-legends-redcap-powries
Redcap Powries Foil,3.68,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585391/sorcery-contested-realm-arthurian-legends-redcap-powries-foil
Rescue,0.06,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585392/sorcery-contested-realm-arthurian-legends-rescue
Rescue Foil,0.9,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585393/sorcery-contested-realm-arthurian-legends-rescue-foil
Rhitta Gawr of Snowdonia,5.25,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585394/sorcery-contested-realm-arthurian-legends-rhitta-gawr-of-snowdonia
