name,price,expansion,finish,rarity,art_link
Windblast,0.37,Alpha,Standard,Exceptional,alp-windblast-b-s
Windblast Foil,14.0,Alpha,Foil,Exceptional,alp-windblast-b-f
Windmill,5.24,Alpha,Standard,Exceptional,alp-windmill-b-s
Windmill Foil,115.0,Alpha,Foil,Exceptional,alp-windmill-b-f
Wings of Invention,0.27,Alpha,Standard,Exceptional,alp-wings_of_invention-b-s
Wings of Invention Foil Exceptional,16.02,Alpha,Foil,Exceptional,
Winter River Foil Box Topper,23.56,Alpha,Foil,Ordinary,
Witherwing Hero,4.74,Alpha,Standard,Unique,alp-witherwing_hero-b-s
Wraetannis Titan,1.47,Alpha,Standard,Elite,alp-wraetannis_titan-b-s
Wraetannis Titan Foil,9.0,Alpha,Foil,Elite,alp-wraetannis_titan-b-f
Wraetannis Titan Preconstructed Deck,0.87,Alpha,Standard,Elite,
Wrath of the Sea,0.75,Alpha,Standard,Elite,alp-wrath_of_the_sea-b-s
Wrath of the Sea Preconstructed Deck,0.7,Alpha,Standard,Elite,
Yokai Kappas,0.45,Alpha,Standard,Elite,alp-yokai_kappas-b-s
Yourke Crossbowmen,0.36,Alpha,Standard,Exceptional,alp-yourke_crossbowmen-b-s
Yourke Crossbowmen Foil,17.75,Alpha,Foil,Exceptional,alp-yourke_crossbowmen-b-f
Zephyranne Airship,0.76,Alpha,Standard,Elite,alp-zephyranne_airship-b-s
Zephyranne Airship Foil,31.12,Alpha,Foil,Elite,alp-zephyranne_airship-b-f
13 Treasures of Britain,5.65,Arthurian Legends,Standard,Unique,art-13_treasures_of_britain-b-s
13 Treasures of Britain Foil,43.7,Arthurian Legends,Foil,Unique,art-13_treasures_of_britain-b-f
A Midsummer Nights Dream,6.05,Arthurian Legends,Standard,Unique,art-a_midsummer_nights_dream-b-s
A Midsummer Nights Dream Foil,61.02,Arthurian Legends,Foil,Unique,art-a_midsummer_nights_dream-b-f
Amulet of Niniane,18.12,Arthurian Legends,Standard,Unique,art-amulet_of_niniane-b-s
Amulet of Niniane Foil,153.67,Arthurian Legends,Foil,Unique,art-amulet_of_niniane-b-f
Annual Fair,0.21,Arthurian Legends,Standard,Exceptional,art-annual_fair-b-s
Annual Fair Foil,4.47,Arthurian Legends,Foil,Exceptional,art-annual_fair-b-f
Arc Lightning,0.14,Arthurian Legends,Standard,Ordinary,art-arc_lightning-b-s
Arc Lightning Foil,1.19,Arthurian Legends,Foil,Ordinary,art-arc_lightning-b-f
Arcane Barrage,1.16,Arthurian Legends,Standard,Elite,art-arcane_barrage-b-s
Arcane Barrage Foil,10.06,Arthurian Legends,Foil,Elite,art-arcane_barrage-b-f
Archimago,0.58,Arthurian Legends,Standard,Elite,art-archimago-b-s
Archimago Foil,39.85,Arthurian Legends,Foil,Elite,art-archimago-b-f
Arthurian Legends Booster Box,121.29,Arthurian Legends,Standard,,
Arthurian Legends Booster Case,665.0,Arthurian Legends,Standard,,
Arthurian Legends Booster Pack,6.94,Arthurian Legends,Standard,,
Attack by Night,0.17,Arthurian Legends,Standard,Exceptional,art-attack_by_night-b-s
Attack by Night Foil,1.4,Arthurian Legends,Foil,Exceptional,art-attack_by_night-b-f
Avalon,4.67,Arthurian Legends,Standard,Unique,art-avalon-b-s
Avalon Foil,30.32,Arthurian Legends,Foil,Unique,art-avalon-b-f
Babbling Brook,0.21,Arthurian Legends,Standard,Exceptional,art-babbling_brook-b-s
Babbling Brook Foil,3.78,Arthurian Legends,Foil,Exceptional,art-babbling_brook-b-f
Bailey,0.17,Arthurian Legends,Standard,Exceptional,art-bailey-b-s
Bailey Foil,1.17,Arthurian Legends,Foil,Exceptional,art-bailey-b-f
Ball Lightning,0.39,Arthurian Legends,Standard,Elite,art-ball_lightning-b-s
Ball Lightning Foil,4.93,Arthurian Legends,Foil,Elite,art-ball_lightning-b-f
Band of Thieves,0.05,Arthurian Legends,Standard,Ordinary,art-band_of_thieves-b-s
Band of Thieves Foil,0.82,Arthurian Legends,Foil,Ordinary,art-band_of_thieves-b-f
Beacon,0.2,Arthurian Legends,Standard,Exceptional,art-beacon-b-s
Beacon Foil,2.33,Arthurian Legends,Foil,Exceptional,art-beacon-b-f
Black Knight,0.17,Arthurian Legends,Standard,Exceptional,art-black_knight-b-s
Black Knight Foil,2.73,Arthurian Legends,Foil,Exceptional,art-black_knight-b-f
Blacksmith Family,0.07,Arthurian Legends,Standard,Ordinary,art-blacksmith_family-b-s
Blacksmith Family Foil,0.75,Arthurian Legends,Foil,Ordinary,art-blacksmith_family-b-f
Blue Knight,0.16,Arthurian Legends,Standard,Exceptional,art-blue_knight-b-s
Blue Knight Foil,2.17,Arthurian Legends,Foil,Exceptional,art-blue_knight-b-f
Bluecap Knockers,0.16,Arthurian Legends,Standard,Exceptional,art-bluecap_knockers-b-s
Bluecap Knockers Foil,1.1,Arthurian Legends,Foil,Exceptional,art-bluecap_knockers-b-f
Blunderbore,4.9,Arthurian Legends,Standard,Unique,art-blunderbore-b-s
Blunderbore Foil,38.52,Arthurian Legends,Foil,Unique,art-blunderbore-b-f
Bog,0.15,Arthurian Legends,Standard,Ordinary,art-bog-b-s
Bog Foil,1.82,Arthurian Legends,Foil,Ordinary,art-bog-b-f
Bonfire,0.09,Arthurian Legends,Standard,Ordinary,art-bonfire-b-s
Bonfire Foil,1.33,Arthurian Legends,Foil,Ordinary,art-bonfire-b-f
Boudicca,27.98,Arthurian Legends,Standard,Unique,art-boudicca-b-s
Boudicca Foil,96.73,Arthurian Legends,Foil,Unique,art-boudicca-b-f
Bower of Bliss,9.95,Arthurian Legends,Standard,Unique,art-bower_of_bliss-b-s
Bower of Bliss Foil,64.97,Arthurian Legends,Foil,Unique,art-bower_of_bliss-b-f
Briar Patch,0.23,Arthurian Legends,Standard,Exceptional,art-briar_patch-b-s
Briar Patch Foil,1.62,Arthurian Legends,Foil,Exceptional,art-briar_patch-b-f
Broceliande,4.78,Arthurian Legends,Standard,Unique,art-broceliande-b-s
Broceliande Foil,35.34,Arthurian Legends,Foil,Unique,art-broceliande-b-f
Brother Knight,0.8,Arthurian Legends,Standard,Elite,art-brother_knight-b-s
Brother Knight Foil,13.41,Arthurian Legends,Foil,Elite,art-brother_knight-b-f
Brown Bears,0.05,Arthurian Legends,Standard,Ordinary,art-brown_bears-b-s
Brown Bears Foil,0.83,Arthurian Legends,Foil,Ordinary,art-brown_bears-b-f
Bruin Box Topper,0.22,Arthurian Legends,Standard,Unique,
Burning Hands,0.04,Arthurian Legends,Standard,Ordinary,art-burning_hands-b-s
Burning Hands Foil,0.85,Arthurian Legends,Foil,Ordinary,art-burning_hands-b-f
Caerleon Upon Usk,36.63,Arthurian Legends,Standard,Unique,art-caerleon_upon_usk-b-s
Caerleon Upon Usk Foil,87.48,Arthurian Legends,Foil,Unique,art-caerleon_upon_usk-b-f
Camelot,5.29,Arthurian Legends,Standard,Unique,art-camelot-b-s
Camelot Foil,56.25,Arthurian Legends,Foil,Unique,art-camelot-b-f
Cast into Exile,0.21,Arthurian Legends,Standard,Exceptional,art-cast_into_exile-b-s
Cast into Exile Foil,3.2,Arthurian Legends,Foil,Exceptional,art-cast_into_exile-b-f
Castle Haunt,0.14,Arthurian Legends,Standard,Exceptional,art-castle_haunt-b-s
Castle Haunt Foil,1.59,Arthurian Legends,Foil,Exceptional,art-castle_haunt-b-f
Castle Servants,0.06,Arthurian Legends,Standard,Ordinary,art-castle_servants-b-s
Castle Servants Foil,0.8,Arthurian Legends,Foil,Ordinary,art-castle_servants-b-f
Castles Ablaze,0.49,Arthurian Legends,Standard,Elite,art-castles_ablaze-b-s
Castles Ablaze Foil,7.3,Arthurian Legends,Foil,Elite,art-castles_ablaze-b-f
Charge,0.09,Arthurian Legends,Standard,Ordinary,art-charge-b-s
Charge Foil,0.92,Arthurian Legends,Foil,Ordinary,art-charge-b-f
Cold Iron Rod,0.11,Arthurian Legends,Standard,Exceptional,art-cold_iron_rod-b-s
Cold Iron Rod Foil,0.88,Arthurian Legends,Foil,Exceptional,art-cold_iron_rod-b-f
Common Cottagers,0.06,Arthurian Legends,Standard,Ordinary,art-common_cottagers-b-s
Common Cottagers Foil,0.88,Arthurian Legends,Foil,Ordinary,art-common_cottagers-b-f
Common Village,0.12,Arthurian Legends,Standard,Ordinary,art-common_village-b-s
Common Village Foil,1.12,Arthurian Legends,Foil,Ordinary,art-common_village-b-f
Coy Nixie,0.31,Arthurian Legends,Standard,Exceptional,art-coy_nixie-b-s
Coy Nixie Foil,10.94,Arthurian Legends,Foil,Exceptional,art-coy_nixie-b-f
Cursed Land,0.64,Arthurian Legends,Standard,Elite,art-cursed_land-b-s
Cursed Land Foil,6.8,Arthurian Legends,Foil,Elite,art-cursed_land-b-f
Dame Britomart,0.32,Arthurian Legends,Standard,Unique,art-dame_britomart-b-s
Dame Britomart Foil,5.08,Arthurian Legends,Foil,Unique,art-dame_britomart-b-f
Degradation,0.13,Arthurian Legends,Standard,Exceptional,art-degradation-b-s
Degradation Foil,1.03,Arthurian Legends,Foil,Exceptional,art-degradation-b-f
Dirium Fomorians,0.13,Arthurian Legends,Standard,Exceptional,art-dirium_fomorians-b-s
Dirium Fomorians Foil,1.15,Arthurian Legends,Foil,Exceptional,art-dirium_fomorians-b-f
Dozmary Pool,6.53,Arthurian Legends,Standard,Unique,art-dozmary_pool-b-s
Dozmary Pool Foil,28.65,Arthurian Legends,Foil,Unique,art-dozmary_pool-b-f
Druid Box Topper,0.85,Arthurian Legends,Standard,Elite,
Duel,0.07,Arthurian Legends,Standard,Ordinary,art-duel-b-s
Duel Foil,1.16,Arthurian Legends,Foil,Ordinary,art-duel-b-f
Excalibur,6.59,Arthurian Legends,Standard,Unique,art-excalibur-b-s
Excalibur Foil,67.22,Arthurian Legends,Foil,Unique,art-excalibur-b-f
Fae City,0.17,Arthurian Legends,Standard,Exceptional,art-fae_city-b-s
Fae City Foil,1.49,Arthurian Legends,Foil,Exceptional,art-fae_city-b-f
Fail not Bow,6.25,Arthurian Legends,Standard,Unique,art-fail_not_bow-b-s
Fail not Bow Foil,41.15,Arthurian Legends,Foil,Unique,art-fail_not_bow-b-f
Feast for Crows,10.52,Arthurian Legends,Standard,Unique,art-feast_for_crows-b-s
Feast for Crows Foil,59.81,Arthurian Legends,Foil,Unique,art-feast_for_crows-b-f
Field Laborers,0.11,Arthurian Legends,Standard,Ordinary,art-field_laborers-b-s
Field Laborers Foil,0.73,Arthurian Legends,Foil,Ordinary,art-field_laborers-b-f
Fields of Camlann,23.79,Arthurian Legends,Standard,Unique,art-fields_of_camlann-b-s
Fields of Camlann Foil,92.9,Arthurian Legends,Foil,Unique,art-fields_of_camlann-b-f
Fine Courser,0.17,Arthurian Legends,Standard,Exceptional,art-fine_courser-b-s
Fine Courser Foil,1.67,Arthurian Legends,Foil,Exceptional,art-fine_courser-b-f
Finwife,0.11,Arthurian Legends,Standard,Ordinary,art-finwife-b-s
Finwife Foil,1.51,Arthurian Legends,Foil,Ordinary,art-finwife-b-f
Firebreathing,0.14,Arthurian Legends,Standard,Exceptional,art-firebreathing-b-s
Firebreathing Foil,1.49,Arthurian Legends,Foil,Exceptional,art-firebreathing-b-f
Fishermans Family,0.08,Arthurian Legends,Standard,Ordinary,art-fishermans_family-b-s
Fishermans Family Foil,1.15,Arthurian Legends,Foil,Ordinary,art-fishermans_family-b-f
Foot Soldiers Box Topper,0.19,Arthurian Legends,Standard,Ordinary,
Forge,0.11,Arthurian Legends,Standard,Ordinary,art-forge-b-s
Forge Foil,1.38,Arthurian Legends,Foil,Ordinary,art-forge-b-f
Four Waters of Paradise,26.87,Arthurian Legends,Standard,Unique,art-four_waters_of_paradise-b-s
Four Waters of Paradise Foil,231.98,Arthurian Legends,Foil,Unique,art-four_waters_of_paradise-b-f
Fourberie Knot,0.16,Arthurian Legends,Standard,Exceptional,art-fourberie_knot-b-s
Fourberie Knot Foil,1.37,Arthurian Legends,Foil,Exceptional,art-fourberie_knot-b-f
Frisky Red Squirrel,0.16,Arthurian Legends,Standard,Exceptional,art-frisky_red_squirrel-b-s
Frisky Red Squirrel Foil,1.08,Arthurian Legends,Foil,Exceptional,art-frisky_red_squirrel-b-f
Funeral Pyre,0.24,Arthurian Legends,Standard,Exceptional,art-funeral_pyre-b-s
Funeral Pyre Foil,5.89,Arthurian Legends,Foil,Exceptional,art-funeral_pyre-b-f
Giant Killer,0.1,Arthurian Legends,Standard,Exceptional,art-giant_killer-b-s
Giant Killer Foil,0.7,Arthurian Legends,Foil,Exceptional,art-giant_killer-b-f
Glastonbury Tor,46.14,Arthurian Legends,Standard,Unique,art-glastonbury_tor-b-s
Glastonbury Tor Foil,117.85,Arthurian Legends,Foil,Unique,art-glastonbury_tor-b-f
Golden Harp,0.44,Arthurian Legends,Standard,Elite,art-golden_harp-b-s
Golden Harp Foil,10.23,Arthurian Legends,Foil,Elite,art-golden_harp-b-f
Goswhit Helmet,0.32,Arthurian Legends,Standard,Elite,art-goswhit_helmet-b-s
Goswhit Helmet Foil,4.69,Arthurian Legends,Foil,Elite,art-goswhit_helmet-b-f
Grain Sparrow,0.11,Arthurian Legends,Standard,Ordinary,art-grain_sparrow-b-s
Grain Sparrow Foil,1.04,Arthurian Legends,Foil,Ordinary,art-grain_sparrow-b-f
Grand Old Boar,0.41,Arthurian Legends,Standard,Elite,art-grand_old_boar-b-s
Grand Old Boar Foil,5.17,Arthurian Legends,Foil,Elite,art-grand_old_boar-b-f
Grievous Insult,0.08,Arthurian Legends,Standard,Ordinary,art-grievous_insult-b-s
Grievous Insult Foil,1.24,Arthurian Legends,Foil,Ordinary,art-grievous_insult-b-f
Grim Guisarme,2.51,Arthurian Legends,Standard,Elite,art-grim_guisarme-b-s
Grim Guisarme Foil,36.24,Arthurian Legends,Foil,Elite,art-grim_guisarme-b-f
Guards,0.42,Arthurian Legends,Standard,Elite,art-guards-b-s
Guards Foil,4.28,Arthurian Legends,Foil,Elite,art-guards-b-f
Hamlet,0.17,Arthurian Legends,Standard,Ordinary,art-hamlet-b-s
Hamlet Foil,1.28,Arthurian Legends,Foil,Ordinary,art-hamlet-b-f
Hamlets Ablaze,0.13,Arthurian Legends,Standard,Ordinary,art-hamlets_ablaze-b-s
Hamlets Ablaze Foil,3.11,Arthurian Legends,Foil,Ordinary,art-hamlets_ablaze-b-f
Harassing Ruffians,0.06,Arthurian Legends,Standard,Ordinary,art-harassing_ruffians-b-s
Harassing Ruffians Foil,0.81,Arthurian Legends,Foil,Ordinary,art-harassing_ruffians-b-f
Helpful Hob,0.05,Arthurian Legends,Standard,Ordinary,art-helpful_hob-b-s
Helpful Hob Foil,1.19,Arthurian Legends,Foil,Ordinary,art-helpful_hob-b-f
Horn of Caerleon,0.33,Arthurian Legends,Standard,Elite,art-horn_of_caerleon-b-s
Horn of Caerleon Foil,5.33,Arthurian Legends,Foil,Elite,art-horn_of_caerleon-b-f
Hunters Lodge,0.1,Arthurian Legends,Standard,Ordinary,art-hunters_lodge-b-s
Hunters Lodge Foil,0.97,Arthurian Legends,Foil,Ordinary,art-hunters_lodge-b-f
Hunting Party,0.14,Arthurian Legends,Standard,Exceptional,art-hunting_party-b-s
Hunting Party Foil,0.85,Arthurian Legends,Foil,Exceptional,art-hunting_party-b-f
Hyter Sprites,0.07,Arthurian Legends,Standard,Ordinary,art-hyter_sprites-b-s
Hyter Sprites Foil,0.97,Arthurian Legends,Foil,Ordinary,art-hyter_sprites-b-f
Impenetrable Copse,0.18,Arthurian Legends,Standard,Exceptional,art-impenetrable_copse-b-s
Impenetrable Copse Foil,2.14,Arthurian Legends,Foil,Exceptional,art-impenetrable_copse-b-f
Invasion,0.31,Arthurian Legends,Standard,Elite,art-invasion-b-s
Invasion Foil,5.24,Arthurian Legends,Foil,Elite,art-invasion-b-f
Iron Man Talus,0.1,Arthurian Legends,Standard,Exceptional,art-iron_man_talus-b-s
Iron Man Talus Foil,0.8,Arthurian Legends,Foil,Exceptional,art-iron_man_talus-b-f
Joust,0.05,Arthurian Legends,Standard,Ordinary,art-joust-b-s
Joust Foil,0.88,Arthurian Legends,Foil,Ordinary,art-joust-b-f
Joyous Garde,58.4,Arthurian Legends,Standard,Unique,art-joyous_garde-b-s
Joyous Garde Foil,168.11,Arthurian Legends,Foil,Unique,art-joyous_garde-b-f
Just a Rock,0.12,Arthurian Legends,Standard,Ordinary,art-just_a_rock-b-s
Just a Rock Foil,3.13,Arthurian Legends,Foil,Ordinary,art-just_a_rock-b-f
Keening Banshee,0.08,Arthurian Legends,Standard,Ordinary,art-keening_banshee-b-s
Keening Banshee Foil,1.15,Arthurian Legends,Foil,Ordinary,art-keening_banshee-b-f
Kelp Cavern,1.29,Arthurian Legends,Standard,Elite,art-kelp_cavern-b-s
Kelp Cavern Foil,7.41,Arthurian Legends,Foil,Elite,art-kelp_cavern-b-f
Kettletop Leprechaun,0.15,Arthurian Legends,Standard,Ordinary,art-kettletop_leprechaun-b-s
Kettletop Leprechaun Foil,13.56,Arthurian Legends,Foil,Ordinary,art-kettletop_leprechaun-b-f
King Arthur,8.33,Arthurian Legends,Standard,Unique,art-king_arthur-b-s
King Arthur Foil,49.03,Arthurian Legends,Foil,Unique,art-king_arthur-b-f
Kings Council,0.33,Arthurian Legends,Standard,Elite,art-kings_council-b-s
Kings Council Foil,3.27,Arthurian Legends,Foil,Elite,art-kings_council-b-f
Kingswood Poachers,0.14,Arthurian Legends,Standard,Exceptional,art-kingswood_poachers-b-s
Kingswood Poachers Foil,0.98,Arthurian Legends,Foil,Exceptional,art-kingswood_poachers-b-f
Knighthood,0.16,Arthurian Legends,Standard,Exceptional,art-knighthood-b-s
Knighthood Foil,1.12,Arthurian Legends,Foil,Exceptional,art-knighthood-b-f
Lady Iseult,17.55,Arthurian Legends,Standard,Unique,art-lady_iseult-b-s
Lady Iseult Foil,51.46,Arthurian Legends,Foil,Unique,art-lady_iseult-b-f
Lake Afanc,0.07,Arthurian Legends,Standard,Ordinary,art-lake_afanc-b-s
Lake Afanc Foil,0.96,Arthurian Legends,Foil,Ordinary,art-lake_afanc-b-f
Lance Box Topper,0.27,Arthurian Legends,Standard,,
Lava Flow,0.18,Arthurian Legends,Standard,Exceptional,art-lava_flow-b-s
Lava Flow Foil,1.61,Arthurian Legends,Foil,Exceptional,art-lava_flow-b-f
Led Astray,0.12,Arthurian Legends,Standard,Ordinary,art-led_astray-b-s
Led Astray Foil,1.59,Arthurian Legends,Foil,Ordinary,art-led_astray-b-f
Leyline Henge,0.12,Arthurian Legends,Standard,Ordinary,art-leyline_henge-b-s
Leyline Henge Foil,1.1,Arthurian Legends,Foil,Ordinary,art-leyline_henge-b-f
Lookout,0.15,Arthurian Legends,Standard,Ordinary,art-lookout-b-s
Lookout Foil,2.87,Arthurian Legends,Foil,Ordinary,art-lookout-b-f
Love Potion,0.3,Arthurian Legends,Standard,Elite,art-love_potion-b-s
Love Potion Foil,5.25,Arthurian Legends,Foil,Elite,art-love_potion-b-f
Lugbog Cat,0.33,Arthurian Legends,Standard,Exceptional,art-lugbog_cat-b-s
Lugbog Cat Foil,7.89,Arthurian Legends,Foil,Exceptional,art-lugbog_cat-b-f
Lumbering Giant,0.05,Arthurian Legends,Standard,Ordinary,art-lumbering_giant-b-s
Lumbering Giant Foil,0.58,Arthurian Legends,Foil,Ordinary,art-lumbering_giant-b-f
Magic Missiles,0.17,Arthurian Legends,Standard,Ordinary,art-magic_missiles-b-s
Magic Missiles Foil,2.9,Arthurian Legends,Foil,Ordinary,art-magic_missiles-b-f
Major City,0.31,Arthurian Legends,Standard,Elite,art-major_city-b-s
Major City Foil,4.71,Arthurian Legends,Foil,Elite,art-major_city-b-f
Merlin,13.63,Arthurian Legends,Standard,Unique,art-merlin-b-s
Merlin Foil,105.96,Arthurian Legends,Foil,Unique,art-merlin-b-f
Merlins Staff,5.59,Arthurian Legends,Standard,Unique,art-merlins_staff-b-s
Merlins Staff Foil,39.56,Arthurian Legends,Foil,Unique,art-merlins_staff-b-f
Merlins Tower,10.3,Arthurian Legends,Standard,Unique,art-merlins_tower-b-s
Merlins Tower Foil,67.57,Arthurian Legends,Foil,Unique,art-merlins_tower-b-f
Mesmerism,22.12,Arthurian Legends,Standard,Unique,art-mesmerism-b-s
Mesmerism Foil,56.53,Arthurian Legends,Foil,Unique,art-mesmerism-b-f
Mester Stoor Worm,0.52,Arthurian Legends,Standard,Elite,art-mester_stoor_worm-b-s
Mester Stoor Worm Foil,6.43,Arthurian Legends,Foil,Elite,art-mester_stoor_worm-b-f
Monstrous Lion,0.57,Arthurian Legends,Standard,Elite,art-monstrous_lion-b-s
Monstrous Lion Foil,6.66,Arthurian Legends,Foil,Elite,art-monstrous_lion-b-f
Morgana le Fay,95.94,Arthurian Legends,Standard,Unique,art-morgana_le_fay-b-s
Morgana le Fay Foil,283.94,Arthurian Legends,Foil,Unique,art-morgana_le_fay-b-f
Muirid Fomorians,0.13,Arthurian Legends,Standard,Exceptional,art-muirid_fomorians-b-s
Muirid Fomorians Foil,1.12,Arthurian Legends,Foil,Exceptional,art-muirid_fomorians-b-f
Nelly Longarms,18.99,Arthurian Legends,Standard,Unique,art-nelly_longarms-b-s
Nelly Longarms Foil,49.67,Arthurian Legends,Foil,Unique,art-nelly_longarms-b-f
Ominous Owl,0.1,Arthurian Legends,Standard,Ordinary,art-ominous_owl-b-s
Ominous Owl Foil,1.07,Arthurian Legends,Foil,Ordinary,art-ominous_owl-b-f
Overbearing Bailiff,0.27,Arthurian Legends,Standard,Elite,art-overbearing_bailiff-b-s
Overbearing Bailiff Foil,4.83,Arthurian Legends,Foil,Elite,art-overbearing_bailiff-b-f
Peasant Revolt,5.68,Arthurian Legends,Standard,Unique,art-peasant_revolt-b-s
Peasant Revolt Foil,77.31,Arthurian Legends,Foil,Unique,art-peasant_revolt-b-f
Pebbled Paths,0.22,Arthurian Legends,Standard,Exceptional,art-pebbled_paths-b-s
Pebbled Paths Foil,2.56,Arthurian Legends,Foil,Exceptional,art-pebbled_paths-b-f
Pendragon Banner,0.26,Arthurian Legends,Standard,Elite,art-pendragon_banner-b-s
Pendragon Banner Foil,3.39,Arthurian Legends,Foil,Elite,art-pendragon_banner-b-f
Pendragon Legacy,13.76,Arthurian Legends,Standard,Unique,art-pendragon_legacy-b-s
Pendragon Legacy Foil,48.51,Arthurian Legends,Foil,Unique,art-pendragon_legacy-b-f
Perilous Bridge,1.7,Arthurian Legends,Standard,Elite,art-perilous_bridge-b-s
Perilous Bridge Foil,13.44,Arthurian Legends,Foil,Elite,art-perilous_bridge-b-f
Pigs of the Sounder,0.2,Arthurian Legends,Standard,Exceptional,art-pigs_of_the_sounder-b-s
Pigs of the Sounder Foil,1.21,Arthurian Legends,Foil,Exceptional,art-pigs_of_the_sounder-b-f
Poisoned Well,0.2,Arthurian Legends,Standard,Exceptional,art-poisoned_well-b-s
Poisoned Well Foil,1.95,Arthurian Legends,Foil,Exceptional,art-poisoned_well-b-f
Pond,0.16,Arthurian Legends,Standard,Ordinary,art-pond-b-s
Pond Foil,4.04,Arthurian Legends,Foil,Ordinary,art-pond-b-f
Pookas,0.19,Arthurian Legends,Standard,Exceptional,art-pookas-b-s
Pookas Foil,1.86,Arthurian Legends,Foil,Exceptional,art-pookas-b-f
Postern Gate,0.34,Arthurian Legends,Standard,Elite,art-postern_gate-b-s
Postern Gate Foil,8.02,Arthurian Legends,Foil,Elite,art-postern_gate-b-f
Power of Flight,0.11,Arthurian Legends,Standard,Ordinary,art-power_of_flight-b-s
Power of Flight Foil,0.93,Arthurian Legends,Foil,Ordinary,art-power_of_flight-b-f
Purple Knight,0.15,Arthurian Legends,Standard,Exceptional,art-purple_knight-b-s
Purple Knight Foil,1.59,Arthurian Legends,Foil,Exceptional,art-purple_knight-b-f
Queen Guinevere,6.48,Arthurian Legends,Standard,Unique,art-queen_guinevere-b-s
Queen Guinevere Foil,67.7,Arthurian Legends,Foil,Unique,art-queen_guinevere-b-f
Questing Beast,15.24,Arthurian Legends,Standard,Unique,art-questing_beast-b-s
Questing Beast Foil,65.96,Arthurian Legends,Foil,Unique,art-questing_beast-b-f
Rebecks,4.34,Arthurian Legends,Standard,Unique,art-rebecks-b-s
Rebecks Foil,36.66,Arthurian Legends,Foil,Unique,art-rebecks-b-f
Reckless Squire,0.07,Arthurian Legends,Standard,Ordinary,art-reckless_squire-b-s
Reckless Squire Foil,0.82,Arthurian Legends,Foil,Ordinary,art-reckless_squire-b-f
Redbreast Robin,0.08,Arthurian Legends,Standard,Ordinary,art-redbreast_robin-b-s
Redbreast Robin Foil,1.0,Arthurian Legends,Foil,Ordinary,art-redbreast_robin-b-f
Redcap Powries,0.21,Arthurian Legends,Standard,Exceptional,art-redcap_powries-b-s
Redcap Powries Foil,3.69,Arthurian Legends,Foil,Exceptional,art-redcap_powries-b-f
Rescue,0.06,Arthurian Legends,Standard,Ordinary,art-rescue-b-s
Rescue Foil,0.92,Arthurian Legends,Foil,Ordinary,art-rescue-b-f
Rhitta Gawr of Snowdonia,5.27,Arthurian Legends,Standard,Unique,art-rhitta_gawr_of_snowdonia-b-s
Rhitta Gawr of Snowdonia Foil,33.48,Arthurian Legends,Foil,Unique,art-rhitta_gawr_of_snowdonia-b-f
Rhongomyniad,7.1,Arthurian Legends,Standard,Unique,art-rhongomyniad-b-s
Rhongomyniad Foil,53.27,Arthurian Legends,Foil,Unique,art-rhongomyniad-b-f
Ribble Boggart,0.3,Arthurian Legends,Standard,Elite,art-ribble_boggart-b-s
Ribble Boggart Foil,5.45,Arthurian Legends,Foil,Elite,art-ribble_boggart-b-f
Ring of Morrigan,176.62,Arthurian Legends,Standard,Unique,art-ring_of_morrigan-b-s
Ring of Morrigan Foil,474.7,Arthurian Legends,Foil,Unique,art-ring_of_morrigan-b-f
Salmon of Knowledge,0.45,Arthurian Legends,Standard,Elite,art-salmon_of_knowledge-b-s
Salmon of Knowledge Foil,6.2,Arthurian Legends,Foil,Elite,art-salmon_of_knowledge-b-f
Saracen Raiders,0.21,Arthurian Legends,Standard,Exceptional,art-saracen_raiders-b-s
Saracen Raiders Foil,4.85,Arthurian Legends,Foil,Exceptional,art-saracen_raiders-b-f
Saracen Scout,0.09,Arthurian Legends,Standard,Ordinary,art-saracen_scout-b-s
Saracen Scout Foil,0.66,Arthurian Legends,Foil,Ordinary,art-saracen_scout-b-f
Seelie Court,0.43,Arthurian Legends,Standard,Elite,art-seelie_court-b-s
Seelie Court Foil,5.98,Arthurian Legends,Foil,Elite,art-seelie_court-b-f
Shameless Squire,0.05,Arthurian Legends,Standard,Ordinary,art-shameless_squire-b-s
Shameless Squire Foil,0.81,Arthurian Legends,Foil,Ordinary,art-shameless_squire-b-f
Shapeshift,0.73,Arthurian Legends,Standard,Elite,art-shapeshift-b-s
Shapeshift Foil,9.31,Arthurian Legends,Foil,Elite,art-shapeshift-b-f
Shatter Strike,0.16,Arthurian Legends,Standard,Exceptional,art-shatter_strike-b-s
Shatter Strike Foil,2.76,Arthurian Legends,Foil,Exceptional,art-shatter_strike-b-f
Shellycoat,0.09,Arthurian Legends,Standard,Ordinary,art-shellycoat-b-s
Shellycoat Foil,1.03,Arthurian Legends,Foil,Ordinary,art-shellycoat-b-f
Sherwood Huntress,0.12,Arthurian Legends,Standard,Ordinary,art-sherwood_huntress-b-s
Sherwood Huntress Foil,1.39,Arthurian Legends,Foil,Ordinary,art-sherwood_huntress-b-f
Siege Giant,0.17,Arthurian Legends,Standard,Exceptional,art-siege_giant-b-s
Siege Giant Foil,1.47,Arthurian Legends,Foil,Exceptional,art-siege_giant-b-f
Sir Agravaine,0.33,Arthurian Legends,Standard,Unique,art-sir_agravaine-b-s
Sir Agravaine Foil,7.82,Arthurian Legends,Foil,Unique,art-sir_agravaine-b-f
